"start";"end";"SurveyDate";"Distance";"Stream";"Type";"Quantity";"Species";"ReddStatus";"CarcassLocation";"Predation";"AdiposeFin";"Length_in";"Width_in";"Spawned";"CarcassAge";"Sex";"LifeStage";"Notes";"Location";"Location_latitude";"Location_longitude";"Location_altitude";"Location_precision";"Initials";"id";"uuid";"submission_time";"validation_status";"notes";"status";"submitted_by";"_version__";"tags";"index"
"2023-11-18T09:50:40.409-08:00";"2023-11-18T09:52:02.605-08:00";"2023-11-18";"180";"Piper's Creek";"Live";"9";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"47.71175 -122.378884 8.275705337524414 94.2355245710265";"47.71175";"-122.378884";"8.275705337524414";"94.2355245710265";"ET";"288704172";"348fca02-06b6-4235-8042-c9c59d0710b2";"2023-11-18T17:52:03";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"462"
"2023-11-18T09:51:37.220-08:00";"2023-11-18T09:52:34.004-08:00";"2023-11-18";"0";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"Predation";"";"25";"5.5";"Spawned";"Greater than 24 hours";"Female";"Adult";"Beach";"47.711911 -122.380252 -7.24236419947426 10.555000305175781";"47.711911";"-122.380252";"-7.24236419947426";"10.555000305175781";"AC";"288704266";"a5a11175-4da1-4090-be3f-0353826667d5";"2023-11-18T17:52:33";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"463"
"2023-11-18T09:52:02.625-08:00";"2023-11-18T09:53:40.787-08:00";"2023-11-18";"200";"Piper's Creek";"Live";"3";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"47.711905 -122.378732 4.844631195068359 10.389577487016037";"47.711905";"-122.378732";"4.844631195068359";"10.389577487016037";"ET";"288704507";"042d65f5-4e38-4dbc-842d-5ddf0a76e4fd";"2023-11-18T17:53:42";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"464"
"2023-11-18T09:51:55.911-08:00";"2023-11-18T09:53:41.777-08:00";"2023-11-18";"200";"Piper's Creek";"Live";"4";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"";"47.711751 -122.378625 8.101340986788273 4.7872084536128074";"47.711751";"-122.378625";"8.101340986788273";"4.7872084536128074";"Cp";"288704508";"4b2ffd80-4fe8-4602-9d58-de2f2c5f428c";"2023-11-18T17:53:42";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"465"
"2023-11-18T09:53:40.816-08:00";"2023-11-18T09:54:43.454-08:00";"2023-11-18";"210";"Piper's Creek";"Live";"2";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"47.711787 -122.378718 9.562130030244589 5.757933654596454";"47.711787";"-122.378718";"9.562130030244589";"5.757933654596454";"ET";"288704651";"00fd1b88-85b6-4b3e-984b-1299d6ecf6b7";"2023-11-18T17:54:44";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"466"
"2023-11-18T09:53:41.802-08:00";"2023-11-18T09:54:52.564-08:00";"2023-11-18";"210";"Piper's Creek";"Live";"3";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"";"47.711791 -122.378606 7.5596442222595215 63.41231772910273";"47.711791";"-122.378606";"7.5596442222595215";"63.41231772910273";"Cp";"288704674";"aebf71ee-2d52-4a35-8588-0ba5ebfbe796";"2023-11-18T17:54:53";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"467"
"2023-11-18T09:54:43.473-08:00";"2023-11-18T09:55:05.541-08:00";"2023-11-18";"210";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Unknown";"Adult";"";"47.711723 -122.378578 8.870235443115234 6.475661205949617";"47.711723";"-122.378578";"8.870235443115234";"6.475661205949617";"ET";"288704713";"8cc2390c-4c1d-4111-a6b5-5ea9180f1ff2";"2023-11-18T17:55:06";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"468"
"2023-11-18T09:54:52.584-08:00";"2023-11-18T09:56:03.479-08:00";"2023-11-18";"215";"Piper's Creek";"Live";"9";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"";"47.711791 -122.378606 7.579680442810059 63.41231772910273";"47.711791";"-122.378606";"7.579680442810059";"63.41231772910273";"Cp";"288704861";"55edbbdc-edb2-40f7-b4bc-093498f0f459";"2023-11-18T17:56:04";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"469"
"2023-11-18T09:56:03.495-08:00";"2023-11-18T09:57:06.975-08:00";"2023-11-18";"240";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"47.711695 -122.378459 8.066654642112553 4.897280493263853";"47.711695";"-122.378459";"8.066654642112553";"4.897280493263853";"Cp";"288705061";"1e13e458-1a25-4a9d-baaa-a386583d93e4";"2023-11-18T17:57:07";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"470"
"2023-11-18T09:55:05.562-08:00";"2023-11-18T09:57:55.640-08:00";"2023-11-18";"250";"Piper's Creek";"Live";"2";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"";"47.711824 -122.378521 6.774959618225694 4.454363553912997";"47.711824";"-122.378521";"6.774959618225694";"4.454363553912997";"ET";"288705279";"e0a16c28-11bf-4b37-8150-0368e4c261dd";"2023-11-18T17:57:56";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"471"
"2023-11-18T09:52:34.061-08:00";"2023-11-18T09:58:19.576-08:00";"2023-11-18";"0";"Piper's Creek";"Live";"2";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"Beach";"47.712028 -122.380292 -18.672558285569288 5.688000202178955";"47.712028";"-122.380292";"-18.672558285569288";"5.688000202178955";"Ac";"288705428";"0e72c9bb-5012-4094-962f-bd4393f8cefb";"2023-11-18T17:58:19";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"472"
"2023-11-18T09:50:39.371-08:00";"2023-11-18T10:01:22.667-08:00";"2023-11-18";"0";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"Predation";"";"23.5";"4.5";"Unknown";"Greater than 24 hours";"Female";"Adult";"Beach";"";"";"";"";"";"KRD";"288705932";"fb68adce-3991-4967-9c4e-3c9adf0f050a";"2023-11-18T18:01:23";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"473"
"2023-11-18T09:57:06.994-08:00";"2023-11-18T10:03:59.895-08:00";"2023-11-18";"260";"Piper's Creek";"Live";"4";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"";"47.711699 -122.378319 8.507843849249184 4.754506423313559";"47.711699";"-122.378319";"8.507843849249184";"4.754506423313559";"Cp";"288706340";"da3b679c-087a-4dbe-ba75-12f2264cfb69";"2023-11-18T18:04:02";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"474"
"2023-11-18T09:57:55.673-08:00";"2023-11-18T10:05:34.923-08:00";"2023-11-18";"270";"Piper's Creek";"Live";"6";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"";"47.711657 -122.37829 9.552787067368627 4.820773183740996";"47.711657";"-122.37829";"9.552787067368627";"4.820773183740996";"ET";"288706590";"76ccd7bd-ee7b-454d-b9c2-89a515ce3aa7";"2023-11-18T18:05:35";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"475"
"2023-11-18T10:03:59.920-08:00";"2023-11-18T10:08:12.518-08:00";"2023-11-18";"30";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"47.711734 -122.378274 8.927219109609723 4.77879250867987";"47.711734";"-122.378274";"8.927219109609723";"4.77879250867987";"Cp";"288707120";"888a8dd2-d8d6-4a70-b4c5-dc8faace3309";"2023-11-18T18:08:13";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"476"
"2023-11-18T10:01:22.702-08:00";"2023-11-18T10:09:47.484-08:00";"2023-11-18";"0";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"";"";"";"";"";"";"KRD";"288707468";"89aa8d3f-5220-424d-8b0a-1b51f8f50337";"2023-11-18T18:09:49";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"477"
"2023-11-18T10:05:34.952-08:00";"2023-11-18T10:10:22.081-08:00";"2023-11-18";"320";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"";"47.71182 -122.378044 5.875484522432089 3.7775709654153005";"47.71182";"-122.378044";"5.875484522432089";"3.7775709654153005";"ET";"288707655";"0080f75c-e7b0-4fe3-acf6-97fa4f6f03ec";"2023-11-18T18:10:23";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"478"
"2023-11-18T10:09:47.518-08:00";"2023-11-18T10:10:25.421-08:00";"2023-11-18";"0";"Piper's Creek";"Live";"5";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"";"";"";"";"";"KRD";"288707662";"1c24359b-5e7d-4956-a834-c9dd39245843";"2023-11-18T18:10:25";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"479"
"2023-11-18T10:10:25.439-08:00";"2023-11-18T10:10:54.596-08:00";"2023-11-18";"0";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Unknown";"Adult";"";"";"";"";"";"";"KrD";"288707755";"660ad83a-5725-4e4e-845d-4ab004f6eee8";"2023-11-18T18:10:54";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"480"
"2023-11-18T09:58:19.644-08:00";"2023-11-18T10:12:54.254-08:00";"2023-11-18";"0";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"47.712019 -122.379646 -13.33654823884924 15.057000160217285";"47.712019";"-122.379646";"-13.33654823884924";"15.057000160217285";"Ac";"288708150";"6f284a41-4145-4490-86d4-8b040bf6ea7f";"2023-11-18T18:12:54";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"481"
"2023-11-18T10:08:12.543-08:00";"2023-11-18T10:14:02.900-08:00";"2023-11-18";"350";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"";"47.711742 -122.377928 10.193030640482903 4.776230954677139";"47.711742";"-122.377928";"10.193030640482903";"4.776230954677139";"Cp";"288708453";"7e93690f-4f4e-411b-ac26-306780529b7e";"2023-11-18T18:14:04";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"482"
"2023-11-18T10:10:54.615-08:00";"2023-11-18T10:18:26.030-08:00";"2023-11-18";"40";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"No damage";"";"25.5";"4.5";"Partially spawned";"Greater than 24 hours";"Female";"Adult";"";"";"";"";"";"";"Krd";"288709430";"d0204c71-07a9-4492-8c8b-7798bdfbd228";"2023-11-18T18:18:26";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"483"
"2023-11-18T10:12:54.306-08:00";"2023-11-18T10:20:12.043-08:00";"2023-11-18";"60";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"Predation";"";"22";"5";"Unknown";"12-24 hours";"Female";"Adult";"";"47.711899 -122.378757 -4.963365535418582 41.49800109863281";"47.711899";"-122.378757";"-4.963365535418582";"41.49800109863281";"AC";"288709653";"aa2463b5-9d05-4527-aa3f-80f4f29d3149";"2023-11-18T18:20:12";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"484"
"2023-11-18T10:14:06.877-08:00";"2023-11-18T10:29:47.479-08:00";"2023-11-18";"540";"Piper's Creek";"Live";"7";"Resident Cutthroat";"";"";"";"";"";"";"";"";"Unknown";"Adult";"";"47.711791 -122.378606 8.62494945526123 63.41231772910273";"47.711791";"-122.378606";"8.62494945526123";"63.41231772910273";"Cp";"288710828";"c8e63f14-0c04-494e-9fd6-e01b8c15a99f";"2023-11-18T18:29:48";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"485"
"2023-11-18T10:24:08.303-08:00";"2023-11-18T10:33:28.787-08:00";"2023-11-18";"100";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"Eye loss only";"";"23";"5";"Spawned";"Greater than 24 hours";"Female";"Adult";"";"";"";"";"";"";"KRD";"288711373";"a0e32563-b603-4e96-a070-6fdd7bb45fac";"2023-11-18T18:33:29";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"486"
"2023-11-18T10:33:28.815-08:00";"2023-11-18T10:36:52.087-08:00";"2023-11-18";"175";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"Eye loss only";"";"26";"5.5";"Spawned";"Greater than 24 hours";"Male";"Adult";"";"";"";"";"";"";"KRD";"288711828";"7787f4a2-4f81-4633-bd50-8103519a1cbc";"2023-11-18T18:36:52";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"487"
"2023-11-18T10:29:47.502-08:00";"2023-11-18T10:38:09.469-08:00";"2023-11-18";"750";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"";"47.711682 -122.377218 8.05605555817595 17.91148373073184";"47.711682";"-122.377218";"8.05605555817595";"17.91148373073184";"Cp";"288712005";"e13d4f7a-75cb-4cae-b6e5-cf737aacbe96";"2023-11-18T18:38:10";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"488"
"2023-11-18T10:36:52.104-08:00";"2023-11-18T10:40:50.672-08:00";"2023-11-18";"175";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"Eye loss only";"";"21.5";"4";"Spawned";"12-24 hours";"Female";"Adult";"";"";"";"";"";"";"KRD";"288712445";"63d9714a-48a4-4c81-8b6d-7200935d9101";"2023-11-18T18:40:51";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"489"
"2023-11-11T11:35:33.140-08:00";"2023-11-18T10:50:36.094-08:00";"2023-11-11";"525";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"Predation";"";"";"";"Unknown";"1-12 hours";"Female";"Adult";"";"47.711665 -122.377457 8.923043312504888 13.84124187427453";"47.711665";"-122.377457";"8.923043312504888";"13.84124187427453";"ML";"288713807";"27ffc718-5ccf-460a-ae86-35a3f0b57d61";"2023-11-18T18:50:37";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"490"
"2023-11-18T10:10:22.108-08:00";"2023-11-18T10:55:10.516-08:00";"2023-11-18";"1050";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"";"47.711533 -122.375432 14.328883171081543 63.049035783236015";"47.711533";"-122.375432";"14.328883171081543";"63.049035783236015";"ET";"288714366";"dc21a18a-2e9a-4a32-8758-833055bf75b3";"2023-11-18T18:55:11";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"491"
"2023-11-18T10:50:36.126-08:00";"2023-11-18T11:01:46.506-08:00";"2023-11-18";"650";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"Unknown";"";"23";"6";"Spawned";"Greater than 24 hours";"Male";"Adult";"";"47.711606 -122.376851 9.384810751389184 15.060871331985425";"47.711606";"-122.376851";"9.384810751389184";"15.060871331985425";"ML";"288715095";"00473b39-0c32-4b2a-8029-5e6e20db23e4";"2023-11-18T19:01:47";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"492"
"2023-11-18T10:53:43.385-08:00";"2023-11-18T11:04:17.427-08:00";"2023-11-18";"650";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"Eye loss only";"";"21.5";"4.5";"Partially spawned";"12-24 hours";"Male";"Adult";"";"";"";"";"";"";"Krd";"288715369";"adbd7777-b0bb-4a6b-93c4-df563abedda1";"2023-11-18T19:04:18";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"493"
"2023-11-18T11:04:17.448-08:00";"2023-11-18T11:06:32.636-08:00";"2023-11-18";"650";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"Eye loss only";"";"20";"4";"Unspawned";"Greater than 24 hours";"Male";"Adult";"";"";"";"";"";"";"Krd";"288715608";"4c426dab-c67c-46cd-8fee-13e7d77e5b4c";"2023-11-18T19:06:33";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"494"
"2023-11-18T10:38:09.493-08:00";"2023-11-18T11:08:45.940-08:00";"2023-11-18";"1610";"Piper's Creek";"Live";"2";"Resident Cutthroat";"";"";"";"";"";"";"";"";"Unknown";"Adult";"";"47.712423 -122.373208 37.93300247192383 88";"47.712423";"-122.373208";"37.93300247192383";"88";"Cp";"288715845";"f4ce5ab4-16c9-4a99-a312-257cb8a6de5d";"2023-11-18T19:08:46";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"495"
"2023-11-18T09:32:16.546-08:00";"2023-11-18T11:09:25.645-08:00";"2023-11-18";"0";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"No damage";"";"24";"6";"Spawned";"12-24 hours";"Male";"Adult";"Beach";"";"";"";"";"";"Krd";"288715930";"4b0cc117-19d2-4ce3-a5ec-706a594ce233";"2023-11-18T19:09:26";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"496"
"2023-11-18T10:40:50.690-08:00";"2023-11-18T11:09:42.487-08:00";"2023-11-18";"210";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"Eye loss only";"";"24.5";"5.5";"Unspawned";"1-12 hours";"Female";"Adult";"";"";"";"";"";"";"KRD";"288715944";"c63a1449-45e9-462c-a863-f6d27644b7a9";"2023-11-18T19:09:44";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"497"
"2023-11-18T10:48:00.278-08:00";"2023-11-18T11:10:01.601-08:00";"2023-11-18";"210";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"No damage";"";"22.5";"5";"Spawned";"1-12 hours";"Female";"Adult";"";"";"";"";"";"";"KRD";"288715958";"9d61320c-14ef-43cd-b6cc-c08ba9b5e8e0";"2023-11-18T19:10:02";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"498"
"2023-11-18T10:55:10.545-08:00";"2023-11-18T11:10:14.123-08:00";"2023-11-18";"1610";"Piper's Creek";"Live";"1";"Resident Cutthroat";"";"";"";"";"";"";"";"";"Unknown";"Adult";"";"47.711291 -122.373193 18.32259755861014 4.257498557800429";"47.711291";"-122.373193";"18.32259755861014";"4.257498557800429";"ET";"288715967";"9d70d877-c743-4a2d-a894-a03fafe463f9";"2023-11-18T19:10:15";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"499"
"2023-11-18T10:50:28.318-08:00";"2023-11-18T11:10:14.091-08:00";"2023-11-18";"210";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"No damage";"";"23";"5";"Partially spawned";"12-24 hours";"Male";"Adult";"";"";"";"";"";"";"KRD";"288715969";"b4b1aaea-b02c-4258-8d59-4fbf2e432fa1";"2023-11-18T19:10:16";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"500"
"2023-11-18T11:10:14.158-08:00";"2023-11-18T11:11:48.559-08:00";"2023-11-18";"1700";"Piper's Creek";"Live";"1";"Resident Cutthroat";"";"";"";"";"";"";"";"";"Unknown";"Adult";"";"47.711077 -122.372479 -5.777133941650391 6.185547524582145";"47.711077";"-122.372479";"-5.777133941650391";"6.185547524582145";"ET";"288716134";"ac9ce3bc-0e70-4b1f-a823-da4983c0688a";"2023-11-18T19:11:49";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"501"
"2023-11-18T11:08:45.970-08:00";"2023-11-18T11:12:42.336-08:00";"2023-11-18";"1700";"Piper's Creek";"Live";"10";"Unknown";"";"";"";"";"";"";"";"";"Unknown";"Adult";"Fry";"47.712375 -122.373226 35.344682693481445 90";"47.712375";"-122.373226";"35.344682693481445";"90";"Cp";"288716230";"37f212e3-87f9-47ea-bcb5-daf67f81f2c9";"2023-11-18T19:12:42";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"502"
"2023-11-18T11:10:14.111-08:00";"2023-11-18T11:13:28.105-08:00";"2023-11-18";"706";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"No damage";"";"24";"4.5";"Spawned";"Greater than 24 hours";"Male";"Adult";"";"";"";"";"";"";"Krd";"288716301";"6a4a56ea-f974-4c9f-85c5-0158d82d732b";"2023-11-18T19:13:28";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"503"
"2023-11-18T11:13:28.125-08:00";"2023-11-21T22:39:15.417-08:00";"2023-11-18";"725";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"Predation";"";"23.5";"";"Unknown";"Greater than 24 hours";"Male";"Adult";"No width. 21NOV2023 SLF removed 0 width";"";"";"";"";"";"KRD";"288716463";"3081110e-f02f-4820-be39-9deb940c8217";"2023-11-18T19:15:04";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"504"
"2023-11-18T11:15:01.467-08:00";"2023-11-18T11:19:49.579-08:00";"2023-11-18";"900";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"Eye loss only";"";"26";"6.5";"Spawned";"Greater than 24 hours";"Male";"Adult";"";"";"";"";"";"";"Krd";"288717038";"384a1f5a-b928-447a-9b26-07d08793aa85";"2023-11-18T19:19:50";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"505"
"2023-11-18T11:01:46.541-08:00";"2023-11-18T11:28:18.251-08:00";"2023-11-18";"1050";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"No damage";"";"23";"5.5";"Spawned";"Greater than 24 hours";"Male";"Adult";"";"47.711302 -122.375245 15.596693510483698 10.758212416203373";"47.711302";"-122.375245";"15.596693510483698";"10.758212416203373";"ML";"288718108";"19c9b9a7-402f-4f41-be71-b2b35227d719";"2023-11-18T19:28:33";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"506"
"2023-11-18T11:28:18.303-08:00";"2023-11-18T11:29:41.310-08:00";"2023-11-18";"1050";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"Eye loss only";"";"21.5";"4";"Spawned";"Greater than 24 hours";"Female";"Adult";"";"47.711374 -122.375093 13.592346766963601 4.812654513556818";"47.711374";"-122.375093";"13.592346766963601";"4.812654513556818";"ML";"288718262";"e394fade-36a8-475e-86a4-fac2b689866e";"2023-11-18T19:29:51";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"507"
"2023-11-18T11:29:41.342-08:00";"2023-11-21T22:53:02.068-08:00";"2023-11-18";"1050";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"Predation";"";"";"";"Unknown";"Greater than 24 hours";"Female";"Adult";"21NOV2023 SLF updated stream - 1050 only exists for Pipers";"47.711412 -122.37522 11.14123877098631 11.431048582221598";"47.711412";"-122.37522";"11.14123877098631";"11.431048582221598";"ML";"288718388";"9cdfff59-914d-4002-88c8-abd46879de68";"2023-11-18T19:30:23";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"508"
"2023-11-18T11:30:21.217-08:00";"2023-11-18T11:34:41.577-08:00";"2023-11-18";"1175";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"Eye loss only";"";"24.5";"5";"Spawned";"Greater than 24 hours";"Female";"Adult";"";"47.711379 -122.374904 11.495440987870097 7.916622834901772";"47.711379";"-122.374904";"11.495440987870097";"7.916622834901772";"ML";"288719023";"4bb4a618-9204-4500-899c-99d335f231a6";"2023-11-18T19:34:47";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"509"
"2023-11-18T11:12:42.358-08:00";"2023-11-18T12:01:44.635-08:00";"2023-11-18";"1800";"Piper's Creek";"Live";"1";"Unknown";"";"";"";"";"";"";"";"";"Unknown";"Adult";"";"47.71239 -122.373212 17.192395210266113 88";"47.71239";"-122.373212";"17.192395210266113";"88";"Cp";"288722024";"9eb74c67-b179-4993-9389-a0625aca3c71";"2023-11-18T20:01:45";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"510"
"2023-11-18T09:42:49.166-08:00";"2023-11-20T19:14:51.624-08:00";"2023-11-18";"905";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"Eye loss only";"";"24";"5";"Spawned";"12-24 hours";"Female";"Adult";"Used for dissection.";"";"";"";"";"";"DK";"288722470";"18bf9885-7b73-4342-9995-196681cccb3a";"2023-11-18T20:06:27";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"511"
"2023-11-18T10:20:12.115-08:00";"2023-11-20T22:48:59.570-08:00";"2023-11-18";"190";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"No damage";"";"25.5";"6";"Partially spawned";"";"Male";"Adult";"Dissection male 1pm tbd on spawn. 20NOV2023 SLF updated Spawned to Partial after dissection complete";"";"";"";"";"";"Ac";"288725703";"42c05ac5-f4f1-487f-8a1a-cc83b3387348";"2023-11-18T20:37:17";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"512"
"2023-11-18T12:06:26.110-08:00";"2023-11-18T13:54:53.470-08:00";"2023-11-18";"430";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"No damage";"";"24";"5";"Unspawned";"12-24 hours";"Male";"Adult";"Used for dissection";"";"";"";"";"";"DK";"288732034";"b9072f33-10d8-4d4b-bd37-b57981b5a210";"2023-11-18T21:54:56";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"513"
"2023-11-18T13:54:53.541-08:00";"2023-11-20T19:16:52.103-08:00";"2023-11-18";"440";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"Predation";"";"22.5";"4.5";"Partially spawned";"Greater than 24 hours";"Male";"Adult";"Immature? Used for Dissection.";"47.711696 -122.377707 0 0";"47.711696";"-122.377707";"0";"0";"DK";"288732930";"0bebf04d-f18c-494b-8343-400177890f5c";"2023-11-18T22:06:19";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"514"
"2023-11-21T09:29:47.765-08:00";"2023-11-21T09:30:19.977-08:00";"2023-11-21";"5";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"";"";"";"";"";"Ph";"289485081";"65b3bbff-ec77-41b4-900f-20a03bc5bc19";"2023-11-21T17:30:20";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"515"
"2023-11-21T09:30:20.004-08:00";"2023-11-21T09:30:56.305-08:00";"2023-11-21";"20";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"";"";"";"";"";"Ph";"289485281";"2af591ff-2a7f-41fa-aea3-a834998a8816";"2023-11-21T17:30:56";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"516"
