"","address","type","datetime","latitude","longitude","report_location","incident_number"
"393","2345 N 130th St","Aid Response","2025-10-13T16:15:00.000",47.723175,-122.330059,"POINT (-122.330059 47.723175)","F250142131"
"394","2201 E Madison St","Medic Response","2025-10-13T16:13:00.000",47.618428,-122.303639,"POINT (-122.303639 47.618428)","F250142130"
"395","2720 S Hanford St","Aid Response","2025-10-13T16:13:00.000",47.575081,-122.297944,"POINT (-122.297944 47.575081)","F250142129"
"396","3601 Beacon Ave S","1RED 1 Unit","2025-10-13T16:12:00.000",47.571924,-122.308253,"POINT (-122.308253 47.571924)","F250142128"
"397","2143 N Northlake Way","Aid Response","2025-10-13T16:08:00.000",47.647306,-122.333124,"POINT (-122.333124 47.647306)","F250142127"
"398","1816 Bellevue Ave","Auto Fire Alarm","2025-10-13T16:06:00.000",47.617855,-122.326761,"POINT (-122.326761 47.617855)","F250142126"
"399","600 Broadway","Aid Response","2025-10-13T16:03:00.000",47.607218,-122.320752,"POINT (-122.320752 47.607218)","F250142124"
"400","1930 Post Al","Trans to AMR","2025-10-13T16:03:00.000",47.610181,-122.342117,"POINT (-122.342117 47.610181)","F250142125"
"401","1430 Western Ave","Aid Response","2025-10-13T15:54:00.000",47.607658,-122.340485,"POINT (-122.340485 47.607658)","F250142119"
"402","7016 Dibble Ave Nw","Automatic Fire Alarm Resd","2025-10-13T15:53:00.000",47.679645,-122.367271,"POINT (-122.367271 47.679645)","F250142120"
"403","3107 Fairview Ave E","1RED 1 Unit","2025-10-13T15:52:00.000",47.64924,-122.3244,"POINT (-122.3244 47.64924)","F250142118"
"404","5825 21st Ave S","Medic Response","2025-10-13T15:47:00.000",47.550489,-122.306284,"POINT (-122.306284 47.550489)","F250142117"
"405","2401 Utah Ave S","Medic Response","2025-10-13T15:42:00.000",47.581888,-122.335125,"POINT (-122.335125 47.581888)","F250142114"
"406","900 University St","Rescue Elevator","2025-10-13T15:39:00.000",47.61055,-122.329318,"POINT (-122.329318 47.61055)","F250142112"
"407","7312 KEEN WAY N","Investigate Out Of Service","2025-10-13T15:28:00.000",47.68229,-122.344153,"POINT (-122.344153 47.68229)","F250142109"
"408","825 Eastlake Ave E","Medic Response","2025-10-13T15:26:00.000",47.626215,-122.329199,"POINT (-122.329199 47.626215)","F250142108"
"409","7351 East Green Lake Dr N","Aid Response","2025-10-13T15:25:00.000",47.681141,-122.326677,"POINT (-122.326677 47.681141)","F250142106"
"410","2245 Nw 56th St","Aid Response","2025-10-13T15:20:00.000",47.669455,-122.385375,"POINT (-122.385375 47.669455)","F250142104"
"411","10th Ave W / W Armour St","Aid Response","2025-10-13T15:16:00.000",47.645032,-122.370189,"POINT (-122.370189 47.645032)","F250142103"
"412","325 9th Ave","Medic Response","2025-10-13T15:12:00.000",47.603586,-122.322948,"POINT (-122.322948 47.603586)","F250142102"
"413","1407 2nd Ave W","Auto Fire Alarm","2025-10-13T15:11:00.000",47.631378,-122.359203,"POINT (-122.359203 47.631378)","F250142099"
"414","Cheasty Blvd S / S Winthrop St","Brush Fire","2025-10-13T15:07:00.000",47.575829,-122.299294,"POINT (-122.299294 47.575829)","F250142098"
"415","1811 Eastlake Ave","Aid Response","2025-10-13T15:05:00.000",47.618002,-122.329182,"POINT (-122.329182 47.618002)","F250142097"
"416","4611 35th Ave Sw","Rescue Elevator","2025-10-13T14:59:00.000",47.561926,-122.376204,"POINT (-122.376204 47.561926)","F250142095"
"417","935 E Barbara Bailey Way","Rescue Elevator","2025-10-13T14:58:00.000",47.618744,-122.3203,"POINT (-122.3203 47.618744)","F250142094"
"418","3501 Rainier Ave S","Aid Response","2025-10-13T14:54:00.000",47.571853,-122.293193,"POINT (-122.293193 47.571853)","F250142092"
"419","12505 Greenwood Ave N","Auto Fire Alarm","2025-10-13T14:53:00.000",47.719638,-122.355539,"POINT (-122.355539 47.719638)","F250142091"
"420","9455 27th Ave Sw","Aid Response Yellow","2025-10-13T14:51:00.000",47.518178,-122.367277,"POINT (-122.367277 47.518178)","F250142090"
"421","2824 S Adams St","Automatic Fire Alarm Resd","2025-10-13T14:51:00.000",47.564679,-122.297736,"POINT (-122.297736 47.564679)","F250142089"
"422","450 Ne 100th St","Aid Response","2025-10-13T14:49:00.000",47.701329,-122.323684,"POINT (-122.323684 47.701329)","F250142088"
"423","4400 Stone Way N","Medic Response","2025-10-13T14:48:00.000",47.65996,-122.342217,"POINT (-122.342217 47.65996)","F250142087"
"424","12740 30th Ave Ne","Medic Response- 7 per Rule","2025-10-13T14:46:00.000",47.721329,-122.296339,"POINT (-122.296339 47.721329)","F250142086"
"425","1641 Bellevue Ave","Medic Response","2025-10-13T14:45:00.000",47.616342,-122.326788,"POINT (-122.326788 47.616342)","F250142085"
"426","3661 Albion Pl N","2RED - 1 + 1","2025-10-13T14:36:00.000",47.651219,-122.344739,"POINT (-122.344739 47.651219)","F250142084"
"427","515 Minor Ave","Medic Response","2025-10-13T14:35:00.000",47.606467,-122.32091,"POINT (-122.32091 47.606467)","F250142083"
"428","1100 MINOR AVE","Rescue Lock In/Out","2025-10-13T14:26:00.000",47.610516,-122.324681,"POINT (-122.324681 47.610516)","F250142081"
"429","1401 Broadway","Auto Fire Alarm","2025-10-13T14:23:00.000",47.612963,-122.320762,"POINT (-122.320762 47.612963)","F250142078"
"430","411 University St","Aid Response","2025-10-13T14:23:00.000",47.60828,-122.334742,"POINT (-122.334742 47.60828)","F250142080"
"431","417 Denny Way","Aid Response","2025-10-13T14:22:00.000",47.618575,-122.348699,"POINT (-122.348699 47.618575)","F250142079"
"432","21st Ave W / Thorndyke Ave W","Medic Response","2025-10-13T14:18:00.000",47.64476,-122.383249,"POINT (-122.383249 47.64476)","F250142077"
"433","4433 42nd Ave Sw","Aid Response","2025-10-13T14:15:00.000",47.564074,-122.385454,"POINT (-122.385454 47.564074)","F250142076"
"434","2227 NW 62ND ST","Medic Response","2025-10-13T14:14:00.000",47.673829,-122.385115,"POINT (-122.385115 47.673829)","F250142075"
"435","2001 Nw Canoe Pl","Medic Response","2025-10-13T14:12:00.000",47.679955,-122.382144,"POINT (-122.382144 47.679955)","F250142074"
"436","4755 Fauntleroy Way Sw","Trans to AMR","2025-10-13T14:07:00.000",47.560074,-122.381457,"POINT (-122.381457 47.560074)","F250142073"
"437","1418 Nw 61st St","Alarm Bell","2025-10-13T14:02:00.000",47.673087,-122.374036,"POINT (-122.374036 47.673087)","F250142070"
"438","937 N 96th St","Auto Fire Alarm","2025-10-13T14:01:00.000",47.698721,-122.34681,"POINT (-122.34681 47.698721)","F250142069"
"439","375 Harrison St","Medic Response- 6 per Rule","2025-10-13T14:01:00.000",47.622082,-122.349435,"POINT (-122.349435 47.622082)","F250142068"
"440","515 Minor Ave","Medic Response","2025-10-13T14:00:00.000",47.606467,-122.32091,"POINT (-122.32091 47.606467)","F250142067"
"441","1600 S Lane St","Aid Response","2025-10-13T14:00:00.000",47.59665,-122.311586,"POINT (-122.311586 47.59665)","F250142066"
"442","Eastlake Ave E / Aloha St","Investigate Out Of Service","2025-10-13T13:59:00.000",47.626877,-122.329216,"POINT (-122.329216 47.626877)","F250142065"
"443","3rd Ave / Pine St","Aid Response","2025-10-13T13:45:00.000",47.610743,-122.338702,"POINT (-122.338702 47.610743)","F250142060"
"444","12526 35th Ave Ne","Investigate Out Of Service","2025-10-13T13:44:00.000",47.719601,-122.290772,"POINT (-122.290772 47.719601)","F250142059"
"445","5033 37th Ave S","Auto Fire Alarm","2025-10-13T13:40:00.000",47.556785,-122.286143,"POINT (-122.286143 47.556785)","F250142057"
"446","8541 Phinney Ave N","Rescue Elevator","2025-10-13T13:39:00.000",47.690959,-122.353936,"POINT (-122.353936 47.690959)","F250142055"
"447","4203 Sw Alaska St","Aid Response","2025-10-13T13:36:00.000",47.561101,-122.385484,"POINT (-122.385484 47.561101)","F250142054"
"448","Rainier Ave S / S Oregon St","Medic Response","2025-10-13T13:34:00.000",47.562818,-122.287836,"POINT (-122.287836 47.562818)","F250142053"
"449","950 Nw Carkeek Park Rd","Marine Service Response","2025-10-13T13:26:00.000",47.711677,-122.367702,"POINT (-122.367702 47.711677)","F250142050"
"450","4700 38th Ave Sw","Aid Response","2025-10-13T13:16:00.000",47.561082,-122.380063,"POINT (-122.380063 47.561082)","F250142046"
"451","Newton St / Westlake Ave N","MVI - Motor Vehicle Incident","2025-10-13T13:14:00.000",47.636444,-122.340459,"POINT (-122.340459 47.636444)","F250142045"
"452","710 Cherry St","Aid Response","2025-10-13T13:01:00.000",47.605387,-122.327511,"POINT (-122.327511 47.605387)","F250142041"
"453","Sw Charlestown St / 30th Ave Sw","2RED - 1 + 1","2025-10-13T12:44:00.000",47.569873,-122.371366,"POINT (-122.371366 47.569873)","F250142039"
"454","1521 Broadway","Aid Response Yellow","2025-10-13T12:40:00.000",47.614313,-122.320784,"POINT (-122.320784 47.614313)","F250142036"
"455","4732 43rd Ave S","Automatic Medical Alarm","2025-10-13T12:37:00.000",47.560163,-122.279487,"POINT (-122.279487 47.560163)","F250142033"
"456","12th Ave S / S Weller St","Aid Response","2025-10-13T12:32:00.000",47.5975,-122.317227,"POINT (-122.317227 47.5975)","F250142031"
"457","1765 22nd Ave S","Rescue Elevator","2025-10-13T12:26:00.000",47.587474,-122.303859,"POINT (-122.303859 47.587474)","F250142029"
"458","9517 35th Ave Ne","Investigate Out Of Service","2025-10-13T12:20:00.000",47.697604,-122.290538,"POINT (-122.290538 47.697604)","F250142024"
"459","1301 Alaskan Way","Aid Response","2025-10-13T12:20:00.000",47.605911,-122.340413,"POINT (-122.340413 47.605911)","F250142025"
"460","116 Stewart St","Aid Response","2025-10-13T12:14:00.000",47.610387,-122.341198,"POINT (-122.341198 47.610387)","F250142020"
"461","30th Ave Sw / Sw Avalon Way","Aid Response","2025-10-13T12:13:00.000",47.567609,-122.370765,"POINT (-122.370765 47.567609)","F250142019"
"462","Nb I5 At Spokane","1RED 1 Unit","2025-10-13T12:07:00.000",47.552107,-122.316869,"POINT (-122.316869 47.552107)","F250142017"
"463","725 9th Ave","Aid Response","2025-10-13T12:02:00.000",47.606444,-122.325563,"POINT (-122.325563 47.606444)","F250142014"
"464","3758 W Commodore Way","Activated CO Detector","2025-10-13T12:01:00.000",47.666188,-122.408468,"POINT (-122.408468 47.666188)","F250142012"
"465","1921 Sw Brandon St","Furnace Problem","2025-10-13T12:00:00.000",47.553707,-122.358472,"POINT (-122.358472 47.553707)","F250142009"
"466","4515 MARTIN LUTHER KING JR WAY S","Medic Response","2025-10-13T11:59:00.000",47.562669,-122.294661,"POINT (-122.294661 47.562669)","F250142008"
"467","3611 Sw Webster St","Aid Response","2025-10-13T11:54:00.000",47.535613,-122.378471,"POINT (-122.378471 47.535613)","F250142005"
"468","750 Republican St","Aid Response","2025-10-13T11:50:00.000",47.623224,-122.342361,"POINT (-122.342361 47.623224)","F250142003"
"469","1930 Post Al","Medic Response","2025-10-13T11:46:00.000",47.610181,-122.342117,"POINT (-122.342117 47.610181)","F250142000"
"470","2614 4th Ave","Rescue Elevator","2025-10-13T11:38:00.000",47.617316,-122.347229,"POINT (-122.347229 47.617316)","F250141997"
"471","32ND AVE W / LOGAN AVE W","Water Rescue Response","2025-10-13T11:33:00.000",47.632769,-122.398845,"POINT (-122.398845 47.632769)","F250141995"
"472","3421 Sw Roxbury St","Aid Response","2025-10-13T11:32:00.000",47.517475,-122.375793,"POINT (-122.375793 47.517475)","F250141994"
"473","2006 S Weller St","Aid Response","2025-10-13T11:31:00.000",47.59748,-122.306174,"POINT (-122.306174 47.59748)","F250141993"
"474","3107 22nd Ave S","Aid Response","2025-10-13T11:30:00.000",47.575827,-122.30434,"POINT (-122.30434 47.575827)","F250141992"
"475","6003 41ST AVE SW","Wires Down","2025-10-13T11:23:00.000",47.548438,-122.384383,"POINT (-122.384383 47.548438)","F250141991"
"476","1100 Minor Ave","Rescue Elevator","2025-10-13T11:22:00.000",47.610516,-122.324681,"POINT (-122.324681 47.610516)","F250141988"
"477","Broadway / Yesler Way","Aid Response","2025-10-13T11:11:00.000",47.6017,-122.320737,"POINT (-122.320737 47.6017)","F250141984"
"478","3317 E Union St","Auto Fire Alarm","2025-10-13T11:11:00.000",47.612895,-122.290178,"POINT (-122.290178 47.612895)","F250141985"
"479","E Spruce St / 12th Ave","Aid Response","2025-10-13T11:03:00.000",47.603514,-122.316782,"POINT (-122.316782 47.603514)","F250141979"
"480","20th Ave Ne / Ne 97th St","Wires Down","2025-10-13T11:02:00.000",47.699392,-122.306865,"POINT (-122.306865 47.699392)","F250141978"
"481","2917 S Snoqualmie St","Medic Response","2025-10-13T10:52:00.000",47.561509,-122.29496,"POINT (-122.29496 47.561509)","F250141975"
"482","Elliott Ave W / W Mercer St","Investigate Out Of Service","2025-10-13T10:52:00.000",47.624603,-122.365693,"POINT (-122.365693 47.624603)","F250141974"
"483","1601 5th Ave","Medic Response","2025-10-13T10:50:00.000",47.611672,-122.336484,"POINT (-122.336484 47.611672)","F250141972"
"484","230 8th Ave N","Medic Response","2025-10-13T10:49:00.000",47.620061,-122.341084,"POINT (-122.341084 47.620061)","F250141971"
"485","507 Maynard Ave S","Medic Response- 7 per Rule","2025-10-13T10:48:00.000",47.598292,-122.325059,"POINT (-122.325059 47.598292)","F250141970"
"486","12333 28th Ave Ne","Aid Response","2025-10-13T10:43:00.000",47.717741,-122.297947,"POINT (-122.297947 47.717741)","F250141968"
"487","1111 E Pine St","Auto Fire Alarm","2025-10-13T10:40:00.000",47.615255,-122.318013,"POINT (-122.318013 47.615255)","F250141967"
"488","Martin Luther King Jr Way E / E Arthur Pl","Investigate Out Of Service","2025-10-13T10:35:00.000",47.622816,-122.296213,"POINT (-122.296213 47.622816)","F250141966"
"489","1105 E Fir St","Aid Response","2025-10-13T10:33:00.000",47.602688,-122.318034,"POINT (-122.318034 47.602688)","F250141965"
"490","9416 Martin Luther King Jr Way S","Medic Response","2025-10-13T10:27:00.000",47.518686,-122.279576,"POINT (-122.279576 47.518686)","F250141964"
"491","2564 38TH AVE W","Aid Response","2025-10-13T10:21:00.000",47.642503,-122.406099,"POINT (-122.406099 47.642503)","F250141961"
"492","913 S Jackson St","Aid Response","2025-10-13T10:21:00.000",47.59919,-122.320841,"POINT (-122.320841 47.59919)","F250141960"
"493","1058 E Mercer St","Medic Response","2025-10-13T10:17:00.000",47.624266,-122.318663,"POINT (-122.318663 47.624266)","F250141959"
"494","2755 E Yesler Way","Aid Response","2025-10-13T10:17:00.000",47.601656,-122.296687,"POINT (-122.296687 47.601656)","F250141958"
"495","6025 Lanham Pl Sw","Aid Response","2025-10-13T10:16:00.000",47.548171,-122.373688,"POINT (-122.373688 47.548171)","F250141956"
"496","12505 Greenwood Ave N","Aid Response","2025-10-13T10:16:00.000",47.719638,-122.355539,"POINT (-122.355539 47.719638)","F250141957"
"497","747 N 135th St","Automatic Medical Alarm","2025-10-13T10:13:00.000",47.726803,-122.347793,"POINT (-122.347793 47.726803)","F250141955"
"498","8340 15th Ave Nw","Medic Response","2025-10-13T09:59:00.000",47.689099,-122.3768,"POINT (-122.3768 47.689099)","F250141953"
"499","4053 Ne 86th St","Aid Response","2025-10-13T09:58:00.000",47.690907,-122.284782,"POINT (-122.284782 47.690907)","F250141951"
"500","1827 24th Ave","Aid Response","2025-10-13T09:55:00.000",47.617987,-122.301179,"POINT (-122.301179 47.617987)","F250141950"
"501","200 University St","Aid Response","2025-10-13T09:53:00.000",47.607299,-122.337087,"POINT (-122.337087 47.607299)","F250141949"
"502","34th Ave Sw / Sw Trenton St","MVI - Motor Vehicle Incident","2025-10-13T09:48:00.000",47.524656,-122.375293,"POINT (-122.375293 47.524656)","F250141948"
"503","4832 45th Ave Sw","Aid Response","2025-10-13T09:41:00.000",47.559059,-122.389558,"POINT (-122.389558 47.559059)","F250141945"
"504","800 E Denny Way","Aid Response","2025-10-13T09:39:00.000",47.618733,-122.322187,"POINT (-122.322187 47.618733)","F250141944"
"505","516 5th Ave W","Medic Response","2025-10-13T09:33:00.000",47.623698,-122.363248,"POINT (-122.363248 47.623698)","F250141941"
"506","19th Ave Nw / Nw 80th St","MVI - Motor Vehicle Incident","2025-10-13T09:31:00.000",47.686849,-122.381086,"POINT (-122.381086 47.686849)","F250141939"
"507","4510 Sw Heinze Way","Aid Response","2025-10-13T09:31:00.000",47.556391,-122.390395,"POINT (-122.390395 47.556391)","F250141940"
"508","1735 Dexter Ave N","Rescue Elevator","2025-10-13T09:30:00.000",47.634319,-122.342285,"POINT (-122.342285 47.634319)","F250141938"
"509","12505 Greenwood Ave N","Aid Response","2025-10-13T09:26:00.000",47.719638,-122.355539,"POINT (-122.355539 47.719638)","F250141937"
"510","116 Fairview Ave N","Aid Response Yellow","2025-10-13T09:23:00.000",47.618693,-122.334256,"POINT (-122.334256 47.618693)","F250141933"
"511","1630 43rd Ave E","Medic Response","2025-10-13T09:22:00.000",47.633523,-122.277157,"POINT (-122.277157 47.633523)","F250141932"
"512","4719 8th Ave Ne","Aid Response","2025-10-13T09:19:00.000",47.663295,-122.319553,"POINT (-122.319553 47.663295)","F250141931"
"513","23rd Ave S / S Lane St","Aid Response","2025-10-13T09:16:00.000",47.596477,-122.302226,"POINT (-122.302226 47.596477)","F250141930"
"514","3512 S Juneau St","Aid Response","2025-10-13T09:09:00.000",47.549772,-122.288795,"POINT (-122.288795 47.549772)","F250141928"
"515","588 Bell St","Auto Alarm 1 + 1 + 1","2025-10-13T09:04:00.000",47.61663,-122.342302,"POINT (-122.342302 47.61663)","F250141927"
"516","2020 43rd Ave E","Aid Response","2025-10-13T09:03:00.000",47.637085,-122.277112,"POINT (-122.277112 47.637085)","F250141926"
"517","11501 15th Ave Ne","Auto Fire Alarm","2025-10-13T09:00:00.000",47.712167,-122.312433,"POINT (-122.312433 47.712167)","F250141924"
"518","650 S INDUSTRIAL WAY","MVI Medic","2025-10-13T08:59:00.000",47.566048,-122.324986,"POINT (-122.324986 47.566048)","F250141923"
"519","2615 Sw Barton St","Engine Code Red","2025-10-13T08:54:00.000",47.521023,-122.366095,"POINT (-122.366095 47.521023)","F250141922"
"520","6000 16th Ave Sw","Auto Fire Alarm","2025-10-13T08:51:00.000",47.548872,-122.354833,"POINT (-122.354833 47.548872)","F250141921"
"521","3rd Ave / Lenora St","Aid Response","2025-10-13T08:49:00.000",47.613167,-122.342193,"POINT (-122.342193 47.613167)","F250141920"
"522","1415 6th Ave N","Auto Fire Alarm","2025-10-13T08:47:00.000",47.631536,-122.344951,"POINT (-122.344951 47.631536)","F250141918"
"523","2332 45th Ave Sw","Aid Response","2025-10-13T08:44:00.000",47.582806,-122.389181,"POINT (-122.389181 47.582806)","F250141917"
"524","324 W Kinnear Pl","Automatic Fire Alarm Resd","2025-10-13T08:41:00.000",47.627737,-122.36136,"POINT (-122.36136 47.627737)","F250141915"
"525","11045 8th Ave Ne","Aid Response","2025-10-13T08:38:00.000",47.7089,-122.320568,"POINT (-122.320568 47.7089)","F250141914"
"526","8145 16th Ave Sw","Medic Response","2025-10-13T08:37:00.000",47.529807,-122.355055,"POINT (-122.355055 47.529807)","F250141913"
"527","2119 3rd Ave","Aid Response","2025-10-13T08:34:00.000",47.613308,-122.342432,"POINT (-122.342432 47.613308)","F250141912"
"528","1304 Ne 42nd St","Aid Response","2025-10-13T08:34:00.000",47.658328,-122.314316,"POINT (-122.314316 47.658328)","F250141911"
"529","2700 Boyer Ave E","Aid Response","2025-10-13T08:31:00.000",47.644485,-122.317077,"POINT (-122.317077 47.644485)","F250141908"
"530","8145 16TH AVE SW","Fire in Building","2025-10-13T08:26:00.000",47.529807,-122.355055,"POINT (-122.355055 47.529807)","F250141896"
"531","2418 Nw 56th St","Aid Response","2025-10-13T08:25:00.000",47.669458,-122.387807,"POINT (-122.387807 47.669458)","F250141895"
"532","3218 22nd Ave S","Aid Response","2025-10-13T08:17:00.000",47.574894,-122.304345,"POINT (-122.304345 47.574894)","F250141894"
"533","8th Ave S / S Kenyon St","Aid Response","2025-10-13T08:13:00.000",47.531953,-122.322824,"POINT (-122.322824 47.531953)","F250141893"
"534","S JACKSON ST / 12TH AVE S","Rubbish Fire","2025-10-13T08:06:00.000",47.599187,-122.317225,"POINT (-122.317225 47.599187)","F250141891"
"535","8TH AVE S / S JACKSON ST","1RED 1 Unit","2025-10-13T08:06:00.000",47.599186,-122.322445,"POINT (-122.322445 47.599186)","F250141890"
"536","2010 S Jackson St","Automatic Medical Alarm","2025-10-13T08:05:00.000",47.599258,-122.305827,"POINT (-122.305827 47.599258)","F250141889"
"537","116 Fairview Ave N","Aid Response Yellow","2025-10-13T08:02:00.000",47.618693,-122.334256,"POINT (-122.334256 47.618693)","F250141887"
"538","9306 52nd Ave S","Aid Response","2025-10-13T07:53:00.000",47.519364,-122.267378,"POINT (-122.267378 47.519364)","F250141886"
"539","10th Ave S / S Bayview St","Investigate Out Of Service","2025-10-13T07:42:00.000",47.581036,-122.319939,"POINT (-122.319939 47.581036)","F250141882"
"540","10000 Holman Rd Nw","Aid Response","2025-10-13T07:31:00.000",47.701727,-122.362067,"POINT (-122.362067 47.701727)","F250141878"
"541","4th Ave / Virginia St","Aid Response","2025-10-13T07:24:00.000",47.613063,-122.340033,"POINT (-122.340033 47.613063)","F250141877"
"542","29th Ave / E Olive St","MVI - Motor Vehicle Incident","2025-10-13T07:21:00.000",47.616447,-122.29485,"POINT (-122.29485 47.616447)","F250141875"
"543","15th Ave Sw / Sw Roxbury St","Illegal Burn","2025-10-13T07:14:00.000",47.517354,-122.354035,"POINT (-122.354035 47.517354)","F250141873"
"544","1130 34th Ave","Activated CO Detector","2025-10-13T07:09:00.000",47.61175,-122.289339,"POINT (-122.289339 47.61175)","F250141872"
"545","3512 Albion Pl N","Aid Response","2025-10-13T07:08:00.000",47.649847,-122.344754,"POINT (-122.344754 47.649847)","F250141871"
"546","5146 25th Ave Ne","Aid Response","2025-10-13T07:03:00.000",47.666525,-122.300607,"POINT (-122.300607 47.666525)","F250141870"
"547","500 5th Ave","Aid Response","2025-10-13T07:00:00.000",47.602985,-122.328535,"POINT (-122.328535 47.602985)","F250141867"
"548","500 Broadway","Aid Response","2025-10-13T07:00:00.000",47.606213,-122.32075,"POINT (-122.32075 47.606213)","F250141868"
"549","24th Ave S / S Bayview St","Rubbish Fire","2025-10-13T06:42:00.000",47.580996,-122.301658,"POINT (-122.301658 47.580996)","F250141865"
"550","5th Ave S / S Main St","Illegal Burn","2025-10-13T06:25:00.000",47.600034,-122.327663,"POINT (-122.327663 47.600034)","F250141862"
"551","808 Fir St","Investigate Out Of Service","2025-10-13T06:10:00.000",47.602699,-122.322029,"POINT (-122.322029 47.602699)","F250141856"
"552","911 Hiawatha Pl S","3RED - 1 +1 + 1","2025-10-13T06:00:00.000",47.594336,-122.309047,"POINT (-122.309047 47.594336)","F250141853"
"553","113 23rd Ave S","Medic Response","2025-10-13T05:57:00.000",47.601601,-122.302284,"POINT (-122.302284 47.601601)","F250141852"
"554","121 Stewart St","Aid Response","2025-10-13T05:56:00.000",47.610423,-122.341152,"POINT (-122.341152 47.610423)","F250141851"
"555","3841 Ne 88th St","Aid Response Yellow","2025-10-13T05:50:00.000",47.692363,-122.287426,"POINT (-122.287426 47.692363)","F250141849"
"556","12505 Greenwood Ave N","Aid Response","2025-10-13T05:43:00.000",47.719638,-122.355539,"POINT (-122.355539 47.719638)","F250141848"
"557","808 Fir St","Auto Alarm 1 + 1 + 1","2025-10-13T05:31:00.000",47.602699,-122.322029,"POINT (-122.322029 47.602699)","F250141845"
"558","8610 Aurora Ave N","Aid Response","2025-10-13T04:56:00.000",47.691354,-122.344532,"POINT (-122.344532 47.691354)","F250141840"
"559","Boylston Ave / Madison St","Aid Response","2025-10-13T04:49:00.000",47.61073,-122.32181,"POINT (-122.32181 47.61073)","F250141839"
"560","2037 BOYLSTON AVE E","3RED - 1 +1 + 1","2025-10-13T04:39:00.000",47.63707,-122.323467,"POINT (-122.323467 47.63707)","F250141838"
"561","2101 4th Ave","Auto Fire Alarm","2025-10-13T04:38:00.000",47.613831,-122.341333,"POINT (-122.341333 47.613831)","F250141837"
"562","10008 Aurora Ave N","Aid Response","2025-10-13T04:10:00.000",47.701482,-122.344652,"POINT (-122.344652 47.701482)","F250141835"
"563","808 Howell St","Aid Response","2025-10-13T04:03:00.000",47.614127,-122.334009,"POINT (-122.334009 47.614127)","F250141834"
"564","524 N 103rd St","Ladder Code Yellow","2025-10-13T03:37:00.000",47.703627,-122.352245,"POINT (-122.352245 47.703627)","F250141832"
"565","4821 48th Ave S","Medic Response","2025-10-13T03:36:00.000",47.559149,-122.273202,"POINT (-122.273202 47.559149)","F250141831"
"566","2800 Elliott Ave","Aid Response","2025-10-13T03:28:00.000",47.615025,-122.353269,"POINT (-122.353269 47.615025)","F250141830"
"567","6525 35th Ave Ne","Activated CO Detector","2025-10-13T03:26:00.000",47.675929,-122.290277,"POINT (-122.290277 47.675929)","F250141829"
"568","1901 Western Ave","Aid Response","2025-10-13T03:10:00.000",47.610056,-122.34329,"POINT (-122.34329 47.610056)","F250141828"
"569","10403 39th Ave Sw","Aid Response","2025-10-13T02:58:00.000",47.510001,-122.38151,"POINT (-122.38151 47.510001)","F250141827"
"570","Ne 53rd St / Roosevelt Way Ne","Aid Response","2025-10-13T02:42:00.000",47.667106,-122.31738,"POINT (-122.31738 47.667106)","F250141825"
"571","4811 S Henderson St","Aid Response","2025-10-13T02:32:00.000",47.52331,-122.272754,"POINT (-122.272754 47.52331)","F250141824"
"572","4219 S Othello St","Investigate Out Of Service","2025-10-13T02:24:00.000",47.53705,-122.280473,"POINT (-122.280473 47.53705)","F250141823"
"573","4727 9th Ave Ne","Aid Response","2025-10-13T02:14:00.000",47.663359,-122.318395,"POINT (-122.318395 47.663359)","F250141822"
"574","Denny Way / Stewart St","MVI - Motor Vehicle Incident","2025-10-13T02:08:00.000",47.618492,-122.330723,"POINT (-122.330723 47.618492)","F250141819"
"575","2020 8th Ave N","Aid Response","2025-10-13T01:32:00.000",47.636917,-122.341468,"POINT (-122.341468 47.636917)","F250141814"
"576","N 86TH ST / FREMONT AVE N","Scenes Of Violence 7","2025-10-13T01:31:00.000",47.691303,-122.349921,"POINT (-122.349921 47.691303)","F250141813"
"577","1516 S Graham St","Fire in Building","2025-10-13T01:14:00.000",47.547141,-122.312255,"POINT (-122.312255 47.547141)","F250141809"
"578","501 Rainier Ave S","Aid Response","2025-10-13T01:10:00.000",47.598322,-122.3134,"POINT (-122.3134 47.598322)","F250141808"
"579","4300 Aurora Ave N","Aid Response","2025-10-13T01:06:00.000",47.659567,-122.347197,"POINT (-122.347197 47.659567)","F250141806"
"580","26th Ave Sw / Sw Barton St","Aid Response","2025-10-13T01:04:00.000",47.521022,-122.365894,"POINT (-122.365894 47.521022)","F250141805"
"581","6188 4th Ave S","Investigate Out Of Service","2025-10-13T00:55:00.000",47.547461,-122.329585,"POINT (-122.329585 47.547461)","F250141802"
"582","9231 35th Ave Sw","Aid Response","2025-10-13T00:49:00.000",47.52079,-122.376771,"POINT (-122.376771 47.52079)","F250141800"
"583","1112 4th Ave","Aid Response","2025-10-13T00:47:00.000",47.606881,-122.333635,"POINT (-122.333635 47.606881)","F250141798"
"584","4th Ave / Pine St","Dumpster Fire","2025-10-13T00:47:00.000",47.611207,-122.337592,"POINT (-122.337592 47.611207)","F250141799"
"585","424 Minor Ave N","Aid Response","2025-10-13T00:45:00.000",47.622242,-122.332995,"POINT (-122.332995 47.622242)","F250141797"
"586","12736 Lake City Way Ne","Rescue Elevator","2025-10-13T00:43:00.000",47.721301,-122.294037,"POINT (-122.294037 47.721301)","F250141796"
